Title,Publication Title,Volume,Issue,DOI,Authors,Publication Year,URL,Type,Abstract,Keywords
Augmented Reality and Artificial Intelligence,Springer Series on Cultural Computing,,,10.1007/978-3-031-27166-3,Vladimir Geroimenko,2023,http://link.springer.com/book/10.1007/978-3-031-27166-3,Book,,
Artificial Intelligence and Extended Reality in Luxury Fashion Retail: Analysis and Reflection,Augmented Reality and Artificial Intelligence,,,10.1007/978-3-031-27166-3_18,Sandra Maria Correia Loureiro,2023,http://link.springer.com/chapter/10.1007/978-3-031-27166-3_18,Chapter,,
"Digital Dreams: Speculative Futures for Artificial Intelligence, Augmented Reality, and the Human Brain",Augmented Reality and Artificial Intelligence,,,10.1007/978-3-031-27166-3_3,Jessica HerringtonDenise Thwaites,2023,http://link.springer.com/chapter/10.1007/978-3-031-27166-3_3,Chapter,,
Philosophical Perspectives on Brain Data,,,,10.1007/978-3-031-27170-0,Stephen Rainey,2023,http://link.springer.com/book/10.1007/978-3-031-27170-0,Book,,
"Brains, Data, and Ethics",Philosophical Perspectives on Brain Data,,,10.1007/978-3-031-27170-0_1,Stephen Rainey,2023,http://link.springer.com/chapter/10.1007/978-3-031-27170-0_1,Chapter,,
AIxIA 2022 – Advances in Artificial Intelligence,Lecture Notes in Computer Science,,,10.1007/978-3-031-27181-6,Agostino DovierAngelo MontanariAndrea Orlandini,2023,http://link.springer.com/book/10.1007/978-3-031-27181-6,Book,,
Intelligent Human Computer Interaction,Lecture Notes in Computer Science,,,10.1007/978-3-031-27199-1,Hakimjon ZaynidinovMadhusudan SinghUma Shanker TiwaryDhananjay Singh,2023,http://link.springer.com/book/10.1007/978-3-031-27199-1,Book,,
Connecting the Holocaust and the Nakba Through Photograph-based Storytelling,,,,10.1007/978-3-031-27238-7,Nawal Musleh-Motut,2023,http://link.springer.com/book/10.1007/978-3-031-27238-7,Book,,
Willing the Impossible in the Contemporary Moment,Connecting the Holocaust and the Nakba Through Photograph-based Storytelling,,,10.1007/978-3-031-27238-7_11,Nawal Musleh-Motut,2023,http://link.springer.com/chapter/10.1007/978-3-031-27238-7_11,Chapter,,
Willing the Impossible Through Storytelling and Photography,Connecting the Holocaust and the Nakba Through Photograph-based Storytelling,,,10.1007/978-3-031-27238-7_3,Nawal Musleh-Motut,2023,http://link.springer.com/chapter/10.1007/978-3-031-27238-7_3,Chapter,,
Digital Development of the European Union,,,,10.1007/978-3-031-27312-4,David Ramiro TroitiñoTanel KerikmäeOndrej Hamuľák,2023,http://link.springer.com/book/10.1007/978-3-031-27312-4,Book,,
Priorities and Challenges: The Digital Transition in the European Integration,Digital Development of the European Union,,,10.1007/978-3-031-27312-4_2,David Ramiro Troitiño,2023,http://link.springer.com/chapter/10.1007/978-3-031-27312-4_2,Chapter,,
Artificial Intelligence: A Reading from European Politics,Digital Development of the European Union,,,10.1007/978-3-031-27312-4_23,Celso Cancela OutedaBruno González Cacheda,2023,http://link.springer.com/chapter/10.1007/978-3-031-27312-4_23,Chapter,,
Ethics and Modern Technologies: Example of Navigating Children’s Rights in an AI-Powered Learning Environment,Digital Development of the European Union,,,10.1007/978-3-031-27312-4_9,Archil ChochiaEden Grace Niñalga Sicat,2023,http://link.springer.com/chapter/10.1007/978-3-031-27312-4_9,Chapter,,
“And in Length of Days Understanding” (Job 12:12),Interdisciplinary Contributions to Archaeology,,,10.1007/978-3-031-27330-8,Erez Ben-YosefIan W. N. Jones,2023,http://link.springer.com/book/10.1007/978-3-031-27330-8,Book,,
Rethinking the Responsibility to Protect,Contributions to International Relations,,,10.1007/978-3-031-27412-1,Alexander ReichweinMischa Hansel,2023,http://link.springer.com/book/10.1007/978-3-031-27412-1,Book,,
The International Implementation of R2P: Norm Contestation and Its Consequences,Rethinking the Responsibility to Protect,,,10.1007/978-3-031-27412-1_2,Gregor P. Hofmann,2023,http://link.springer.com/chapter/10.1007/978-3-031-27412-1_2,Chapter,,
Intelligent Systems Design and Applications,Lecture Notes in Networks and Systems,,,10.1007/978-3-031-27440-4,Ajith AbrahamSabri PllanaGabriella CasalinoKun MaAnu Bajaj,2023,http://link.springer.com/book/10.1007/978-3-031-27440-4,Book,,
Application of Combined SWOT and AHP Analysis to Assess the Virtual Reality and Select the Priority Factors for Education,Intelligent Systems Design and Applications,,,10.1007/978-3-031-27440-4_49,El Mostafa BourhimOumayma Labti,2023,http://link.springer.com/chapter/10.1007/978-3-031-27440-4_49,Chapter,,
Intellectual Disabilities: Health and Social Care Across the Lifespan,,,,10.1007/978-3-031-27496-1,Fintan SheerinCarmel Doyle,2023,http://link.springer.com/book/10.1007/978-3-031-27496-1,Book,,
Foundations of Intellectual Disability,Intellectual Disabilities: Health and Social Care Across the Lifespan,,,10.1007/978-3-031-27496-1_1,Ruth NorthwayEdward Oloidi,2023,http://link.springer.com/chapter/10.1007/978-3-031-27496-1_1,Chapter,,
Handbook for the Historiography of Science,Historiographies of Science,,,10.1007/978-3-031-27510-4,Mauro L. CondéMarlon Salomon,2023,http://link.springer.com/referencework/10.1007/978-3-031-27510-4,ReferenceWork,,
Historiography of Science and Gender,Handbook for the Historiography of Science,,,10.1007/978-3-031-27510-4_30,Andrea Reichenberger,2023,http://link.springer.com/referenceworkentry/10.1007/978-3-031-27510-4_30,ReferenceWorkEntry,,
Corporate Social Responsibility in Developing Countries,"CSR, Sustainability, Ethics & Governance",,,10.1007/978-3-031-27512-8,Steven Kayambazinthu MsosaShame MugovaCourage Mlambo,2023,http://link.springer.com/book/10.1007/978-3-031-27512-8,Book,,
Soft Computing and Its Engineering Applications,Communications in Computer and Information Science,,,10.1007/978-3-031-27609-5,Kanubhai K. PatelK. C. SantoshAtul PatelAshish Ghosh,2023,http://link.springer.com/book/10.1007/978-3-031-27609-5,Book,,
The Ultimate Guide for Laser and IPL in the Aesthetic Field,,,,10.1007/978-3-031-27632-3,Kamal AlhallakAdel AbdulhafidSalem TomiDima Omran,2023,http://link.springer.com/book/10.1007/978-3-031-27632-3,Book,,
Practicable Learning Analytics,Advances in Analytics for Learning and Teaching,,,10.1007/978-3-031-27646-0,Olga VibergÅke Grönlund,2023,http://link.springer.com/book/10.1007/978-3-031-27646-0,Book,,
Challenges and Recommendations on the Ethical Usage of Learning Analytics in Higher Education,Practicable Learning Analytics,,,10.1007/978-3-031-27646-0_11,Anna Mavroudi,2023,http://link.springer.com/chapter/10.1007/978-3-031-27646-0_11,Chapter,,
"Embedding Learning Analytics in a University: Boardroom, Staff Room, Server Room, Classroom",Practicable Learning Analytics,,,10.1007/978-3-031-27646-0_2,Simon Buckingham Shum,2023,http://link.springer.com/chapter/10.1007/978-3-031-27646-0_2,Chapter,,
Black Communication in the Age of Disinformation,,,,10.1007/978-3-031-27696-5,Kehbuma Langmia,2023,http://link.springer.com/book/10.1007/978-3-031-27696-5,Book,,
Deepfakes: Future of Sports and Questioning Video Evidence,Black Communication in the Age of Disinformation,,,10.1007/978-3-031-27696-5_8,Unwana Samuel AkpanChuka Onwumechili,2023,http://link.springer.com/chapter/10.1007/978-3-031-27696-5_8,Chapter,,
Quantitative Psychology,Springer Proceedings in Mathematics & Statistics,,,10.1007/978-3-031-27781-8,Marie WibergDylan MolenaarJorge GonzálezJee-Seon KimHeungsun Hwang,2023,http://link.springer.com/book/10.1007/978-3-031-27781-8,Book,,
Vision and Violence. Black Women’s Bodies on Display (1900–1975),"Photography in Portuguese Colonial Africa, 1860–1975",,,10.1007/978-3-031-27795-5_11,Filipa Lowndes Vicente,2023,http://link.springer.com/chapter/10.1007/978-3-031-27795-5_11,Chapter,,
Process Mining Workshops,Lecture Notes in Business Information Processing,,,10.1007/978-3-031-27815-0,Marco MontaliArik SenderovichMatthias Weidlich,2023,http://link.springer.com/book/10.1007/978-3-031-27815-0,Book,,
Because Technology Discriminates,"Synthesis Lectures on Engineers, Technology, & Society",,,10.1007/978-3-031-27868-6,Logan D. A. Williams,2023,http://link.springer.com/book/10.1007/978-3-031-27868-6,Book,,
"Data Racism, Machine Learning and Contextualizing Design",Because Technology Discriminates,,,10.1007/978-3-031-27868-6_6,Logan D. A. Williams,2023,http://link.springer.com/chapter/10.1007/978-3-031-27868-6_6,Chapter,,
IoT and Data Science in Engineering Management,Lecture Notes on Data Engineering and Communications Technologies,,,10.1007/978-3-031-27915-7,Fausto Pedro García MárquezIsaac Segovia RamírezPedro José Bernalte SánchezAlba Muñoz del Río,2023,http://link.springer.com/book/10.1007/978-3-031-27915-7,Book,,
Identification and Prioritisation of Professional Transitions in Manufacturing Operations in the New Context of Industry 4.0,IoT and Data Science in Engineering Management,,,10.1007/978-3-031-27915-7_10,José Alberto EgurenUnai ZiarsoloIñigo MugicaIñigo LarreaImanol Olaizola,2023,http://link.springer.com/chapter/10.1007/978-3-031-27915-7_10,Chapter,,
Humanity In-Between and Beyond,Integrated Science,,,10.1007/978-3-031-27945-4,Monika Michałowska,2023,http://link.springer.com/book/10.1007/978-3-031-27945-4,Book,,
"Avatar Therapy and Clinical Care in Psychiatry: Underlying Assumptions, Epistemic Challenges, and Ethical Issues",Humanity In-Between and Beyond,,,10.1007/978-3-031-27945-4_3,Raffaella CampanerMarina Lalatta Costerbosa,2023,http://link.springer.com/chapter/10.1007/978-3-031-27945-4_3,Chapter,,
"EU Policy and Legal Framework for Artificial Intelligence, Robotics and Related Technologies - The AI Act","Law, Governance and Technology Series",,,10.1007/978-3-031-27953-9,Nikos Th. Nikolinakos,2023,http://link.springer.com/book/10.1007/978-3-031-27953-9,Book,,
Introduction: Benefits/Opportunities and Threats/Risks of AI—Structure of this Book,"EU Policy and Legal Framework for Artificial Intelligence, Robotics and Related Technologies - The AI Act",,,10.1007/978-3-031-27953-9_1,Nikos Th. Nikolinakos,2023,http://link.springer.com/chapter/10.1007/978-3-031-27953-9_1,Chapter,,
Launching a European Initiative on Artificial Intelligence,"EU Policy and Legal Framework for Artificial Intelligence, Robotics and Related Technologies - The AI Act",,,10.1007/978-3-031-27953-9_2,Nikos Th. Nikolinakos,2023,http://link.springer.com/chapter/10.1007/978-3-031-27953-9_2,Chapter,,
Ethical Principles for Trustworthy AI,"EU Policy and Legal Framework for Artificial Intelligence, Robotics and Related Technologies - The AI Act",,,10.1007/978-3-031-27953-9_3,Nikos Th. Nikolinakos,2023,http://link.springer.com/chapter/10.1007/978-3-031-27953-9_3,Chapter,,
Realising Trustworthy AI: Implementation of the Key Ethical Requirements,"EU Policy and Legal Framework for Artificial Intelligence, Robotics and Related Technologies - The AI Act",,,10.1007/978-3-031-27953-9_4,Nikos Th. Nikolinakos,2023,http://link.springer.com/chapter/10.1007/978-3-031-27953-9_4,Chapter,,
A European Approach to Excellence and Trust: The 2020 White Paper on Artificial Intelligence,"EU Policy and Legal Framework for Artificial Intelligence, Robotics and Related Technologies - The AI Act",,,10.1007/978-3-031-27953-9_5,Nikos Th. Nikolinakos,2023,http://link.springer.com/chapter/10.1007/978-3-031-27953-9_5,Chapter,,
"The European Parliament’s 2020 Resolution: Proposal for a Regulation on Ethical Principles for the Development, Deployment and Use of Artificial Intelligence, Robotics and Related Technologies","EU Policy and Legal Framework for Artificial Intelligence, Robotics and Related Technologies - The AI Act",,,10.1007/978-3-031-27953-9_6,Nikos Th. Nikolinakos,2023,http://link.springer.com/chapter/10.1007/978-3-031-27953-9_6,Chapter,,
Boosting Excellence in AI: The 2021 Coordinated Plan with Member States,"EU Policy and Legal Framework for Artificial Intelligence, Robotics and Related Technologies - The AI Act",,,10.1007/978-3-031-27953-9_7,Nikos Th. Nikolinakos,2023,http://link.springer.com/chapter/10.1007/978-3-031-27953-9_7,Chapter,,
"The Proposed Artificial Intelligence Act and Subsequent ‘Compromise’ Proposals: Commission, Council, Parliament","EU Policy and Legal Framework for Artificial Intelligence, Robotics and Related Technologies - The AI Act",,,10.1007/978-3-031-27953-9_8,Nikos Th. Nikolinakos,2023,http://link.springer.com/chapter/10.1007/978-3-031-27953-9_8,Chapter,,
Handbook of Dynamic Data Driven Applications Systems,,,,10.1007/978-3-031-27986-7,Frederica DaremaErik P. BlaschSai RavelaAlex J. Aved,2023,http://link.springer.com/book/10.1007/978-3-031-27986-7,Book,,
"Information for a Better World: Normality, Virtuality, Physicality, Inclusivity",Lecture Notes in Computer Science,,,10.1007/978-3-031-28032-0,Isaac SserwangaAnne GouldingHeather Moulaison-SandyJia Tina DuAntónio Lucas SoaresViviane HessamiRebecca D. Frank,2023,http://link.springer.com/book/10.1007/978-3-031-28032-0,Book,,
"Information for a Better World: Normality, Virtuality, Physicality, Inclusivity",Lecture Notes in Computer Science,,,10.1007/978-3-031-28035-1,Isaac SserwangaAnne GouldingHeather Moulaison-SandyJia Tina DuAntónio Lucas SoaresViviane HessamiRebecca D. Frank,2023,http://link.springer.com/book/10.1007/978-3-031-28035-1,Book,,
Advances in Information and Communication,Lecture Notes in Networks and Systems,,,10.1007/978-3-031-28073-3,Kohei Arai,2023,http://link.springer.com/book/10.1007/978-3-031-28073-3,Book,,
"Contextualizing Artificially Intelligent Morality: A Meta-ethnography of Theoretical, Political and Applied Ethics",Advances in Information and Communication,,,10.1007/978-3-031-28073-3_35,Jennafer Shae RobertsLaura N. Montoya,2023,http://link.springer.com/chapter/10.1007/978-3-031-28073-3_35,Chapter,,
Applications of Predictive Data Mining in Healthcare,Data Mining and Analytics in Healthcare Management,,,10.1007/978-3-031-28113-6_8,David L. OlsonÖzgür M. Araz,2023,http://link.springer.com/chapter/10.1007/978-3-031-28113-6_8,Chapter,,
Global Surgery,,,,10.1007/978-3-031-28127-3,Mark A. HardyBeth R. Hochman,2023,http://link.springer.com/book/10.1007/978-3-031-28127-3,Book,,
How to Maintain Ethical Standards of Global Surgery Practice and Partnerships,Global Surgery,,,10.1007/978-3-031-28127-3_3,Barnabas T. AlayandeRobert R. RivielloAbebe Bekele,2023,http://link.springer.com/chapter/10.1007/978-3-031-28127-3_3,Chapter,,
Cultural Robotics: Social Robots and Their Emergent Cultural Ecologies,Springer Series on Cultural Computing,,,10.1007/978-3-031-28138-9,Belinda J. DunstanJeffrey T. K. V. KohDeborah Turnbull TillmanScott Andrew Brown,2023,http://link.springer.com/book/10.1007/978-3-031-28138-9,Book,,
Rouge and Robot: The Disruptive Feminine,Cultural Robotics: Social Robots and Their Emergent Cultural Ecologies,,,10.1007/978-3-031-28138-9_15,Lian LokeDagmar Reinhardt,2023,http://link.springer.com/chapter/10.1007/978-3-031-28138-9_15,Chapter,,
Security and Risk Analysis for Intelligent Edge Computing,Advances in Information Security,,,10.1007/978-3-031-28150-1,Gautam SrivastavaUttam GhoshJerry Chun-Wei Lin,2023,http://link.springer.com/book/10.1007/978-3-031-28150-1,Book,,
Advanced Network Technologies and Intelligent Computing,Communications in Computer and Information Science,,,10.1007/978-3-031-28180-8,Isaac WoungangSanjay Kumar DhurandherKiran Kumar PattanaikAnshul VermaPradeepika Verma,2023,http://link.springer.com/book/10.1007/978-3-031-28180-8,Book,,
Advances in Information Retrieval,Lecture Notes in Computer Science,,,10.1007/978-3-031-28241-6,Jaap KampsLorraine GoeuriotFabio CrestaniMaria MaistroHideo JohoBrian DavisCathal GurrinUdo KruschwitzAnnalina Caputo,2023,http://link.springer.com/book/10.1007/978-3-031-28241-6,Book,,
Advances in Information Retrieval,Lecture Notes in Computer Science,,,10.1007/978-3-031-28244-7,Jaap KampsLorraine GoeuriotFabio CrestaniMaria MaistroHideo JohoBrian DavisCathal GurrinUdo KruschwitzAnnalina Caputo,2023,http://link.springer.com/book/10.1007/978-3-031-28244-7,Book,,
User Requirement Analysis for a Real-Time NLP-Based Open Information Retrieval Meeting Assistant,Advances in Information Retrieval,,,10.1007/978-3-031-28244-7_2,Benoît AlcarazNina Hosseini-KivananiAmro NajjarKerstin Bongard-Blanchy,2023,http://link.springer.com/chapter/10.1007/978-3-031-28244-7_2,Chapter,,
Machine Learning Techniques for Cybersecurity,"Synthesis Lectures on Information Security, Privacy, and Trust",,,10.1007/978-3-031-28259-1,Elisa BertinoSonam BhardwajFabrizio CicalaSishuai GongImtiaz KarimCharalampos KatsisHyunwoo LeeAdrian Shuai LiAshraf Y. Mahgoub,2023,http://link.springer.com/book/10.1007/978-3-031-28259-1,Book,,
Challenges in the Use of ML for Security,Machine Learning Techniques for Cybersecurity,,,10.1007/978-3-031-28259-1_9,Elisa BertinoSonam BhardwajFabrizio CicalaSishuai GongImtiaz KarimCharalampos KatsisHyunwoo LeeAdrian Shuai LiAshraf Y. Mahgoub,2023,http://link.springer.com/chapter/10.1007/978-3-031-28259-1_9,Chapter,,
ITNG 2023 20th International Conference on Information Technology-New Generations,Advances in Intelligent Systems and Computing,,,10.1007/978-3-031-28332-1,Shahram Latifi,2023,http://link.springer.com/book/10.1007/978-3-031-28332-1,Book,,
Public Sector Criminological Research,,,,10.1007/978-3-031-28356-7,Russell G. Smith,2023,http://link.springer.com/book/10.1007/978-3-031-28356-7,Book,,
Focussing on Research,Public Sector Criminological Research,,,10.1007/978-3-031-28356-7_10,Russell G. Smith,2023,http://link.springer.com/chapter/10.1007/978-3-031-28356-7_10,Chapter,,
"Cell Biology and Translational Medicine, Volume 18",Advances in Experimental Medicine and Biology,,,10.1007/978-3-031-28424-3,Kursad Turksen,2023,http://link.springer.com/book/10.1007/978-3-031-28424-3,Book,,
